id,sup,tot,ht_h,ht_a,ft_h,ft_a
2487,0.17,2.66,0,0,1,1
2488,1.84,3.38,0,0,5,1
2489,1.16,2.91,1,0,3,1
2490,0.4,2.55,2,0,4,0
2491,-1.79,3.11,0,1,0,1
2492,0.33,2.59,0,0,1,1
2493,-0.68,2.73,0,1,1,2
2494,-0.06,1.96,0,0,0,1
2495,1.64,3.22,4,0,6,0
2496,0.59,2.8,0,0,1,0
2497,0.89,2.65,0,0,0,0
2498,0.13,2.43,0,1,0,2
2499,0.96,2.63,0,2,1,3
2500,1.99,2.75,1,0,3,1
2501,1.46,2.72,2,0,4,2
2502,0.47,2.42,1,0,2,0
2503,0.66,3.17,0,0,2,0
2504,0.15,1.92,1,0,4,0
2505,0.75,2.66,0,0,0,2
2506,0.35,2.62,1,1,2,1
2507,0.47,2.42,0,1,2,3
2508,-0.39,2.48,1,2,2,5
2509,-0.24,2.61,1,1,1,1
2510,1.97,2.96,1,0,5,0
2511,0.64,2.5,0,1,2,2
2512,0.02,3.08,1,1,1,1
2513,0.84,2.5,0,0,0,0
2514,1.41,3.31,2,0,6,0
2515,0.53,2.75,1,0,1,1
2516,0.91,3.11,1,0,1,0
2517,0.48,2.36,1,0,3,1
2518,0.39,2.78,0,0,2,1
2519,-0.46,2.65,1,2,1,3
2520,0.94,2.99,1,0,4,0
2521,0.97,2.67,2,0,2,1
2522,-0.87,2.87,0,1,0,3
2523,-0.02,2.46,1,0,2,1
2524,1.67,3.06,0,0,0,0
2525,-0.17,2.57,0,0,0,2
2526,0.08,2.4,1,0,2,2
2527,0.95,2.94,0,0,0,0
2528,1.3,3.14,0,1,0,2
2529,1.26,3.08,1,1,2,1
2530,-0.1,2.7,1,0,2,0
2531,0.44,2.91,1,0,2,0
2532,0.24,2.71,0,0,2,1
2533,-0.04,2.64,0,0,4,0
2534,-0.41,2.42,1,1,1,3
2535,0.35,3.22,0,0,3,1
2536,-1.86,3.02,1,1,1,4
2537,1.11,2.77,0,0,1,2
2538,1.02,2.71,0,0,0,1
2539,-1.07,2.71,1,0,2,2
2540,0.64,2.47,0,0,1,1
2541,0.18,2.52,0,0,0,3
2542,0.47,3.21,0,0,1,2
2543,0.86,2.62,0,2,0,2
2544,1.02,3.08,1,2,3,3
2545,0.29,2.79,0,0,1,0
2546,-0.97,2.77,0,3,1,4
2547,1.16,2.76,2,0,3,0
2548,1.16,2.58,2,1,2,1
2549,0.1,3.21,2,0,4,2
2550,0.66,2.75,0,2,1,3
2551,0.39,2.2,0,0,0,0
2552,1.44,3.18,0,1,1,1
2553,0.12,2.49,0,0,0,0
2554,1.44,2.66,1,0,4,0
2555,-0.8,3.07,0,1,0,1
2556,1.91,2.96,0,0,1,0
2557,0.28,2.38,0,0,0,1
2558,0.18,2.62,1,0,2,2
2559,1.74,3.19,0,1,3,2
2560,-0.41,2.65,0,0,0,1
2561,-0.27,2.76,0,3,1,4
2562,0.6,2.62,2,0,2,0
2563,-1.22,3.31,0,3,0,5
2564,0.56,2.33,1,0,1,0
2565,-0.14,2.58,0,0,0,0
2566,1.4,2.49,0,0,0,0
2567,0.5,2.66,0,0,0,0
2568,1.75,2.99,1,0,1,0
2569,-0.15,2.23,0,1,1,2
2570,0.74,2.7,2,1,3,1
2571,0.39,2.65,0,1,1,1
2572,-0.15,2.93,2,2,3,3
2573,0.25,2.45,0,0,0,1
2574,0.78,2.64,1,0,2,1
2575,0.46,2.25,1,2,2,4
2576,0.34,2.46,0,0,0,0
2577,1.37,2.48,1,0,2,1
2578,-0.13,2.24,1,1,3,2
2579,-0.68,2.64,1,0,1,4
2580,0.35,2.73,0,1,0,3
2581,0.04,2.12,0,1,0,1
2582,1.25,3.21,1,1,2,1
2583,-1.22,2.73,0,2,2,2
2584,-0.41,2.72,0,0,0,1
2585,0.05,3.1,0,0,0,1
2586,0.96,2.49,0,0,0,0
2587,0.46,2.71,0,0,0,1
2588,-0.04,2.36,0,0,1,1
2589,-0.84,2.81,1,0,1,0
2590,0.42,2.96,0,0,0,0
2591,1.67,3.1,0,0,2,1
2592,0.85,2.3,0,0,2,0
2593,0.12,2.58,3,0,4,2
2594,1.96,3.07,1,0,4,0
2595,0.86,2.88,1,1,2,1
2596,1.48,3.23,2,0,4,2
2597,0.22,2.33,0,0,2,1
2598,0.9,2.35,1,1,2,2
2599,-0.79,3.13,1,0,1,0
2600,0.55,2.83,0,2,0,3
2601,0.66,2.72,2,0,4,0
2602,-0.23,2.7,0,0,0,1
2603,-2.11,3.28,0,2,0,3
2604,0.37,2.6,2,0,3,0
2605,-0.16,2.69,0,0,1,1
2606,0.89,2.4,1,2,3,4
2607,0.14,2.55,0,0,1,0
2608,0.76,2.97,0,2,1,3
2609,1.54,3.2,1,0,6,0
2610,0.31,2.48,1,0,1,0
2611,0.62,2.26,0,0,0,0
2612,-0.42,2.62,0,0,1,1
2613,-0.73,3.15,0,1,0,2
2614,-1.25,2.42,1,0,1,1
2615,-0.34,2.65,0,2,0,2
2616,1.3,2.93,0,1,1,2
2617,0.22,2.26,0,1,0,3
2618,1.93,2.97,2,0,3,0
2619,0.23,2.48,1,0,1,0
2620,0.64,2.92,0,0,2,3
2621,-0.79,2.72,0,0,0,0
2622,0.05,2.87,0,1,0,1
2623,1.26,3.05,1,1,1,2
2624,1.97,3.24,2,0,5,0
2625,0.35,2.64,0,0,0,0
2626,0.81,3.11,1,0,3,0
2627,0.54,2.36,0,0,0,0
2628,0.9,2.4,1,1,1,1
2629,-1.55,3.02,0,1,1,1
2630,1.47,3.3,0,0,2,0
2631,0.52,2.74,0,1,0,1
2632,0.79,2.86,0,0,1,0
2633,-1.46,3.24,0,0,1,0
2634,0.52,2.28,0,1,2,2
2635,0.82,2.92,1,2,4,2
2636,0.47,3.14,1,1,3,1
2637,1.83,3.35,1,0,4,0
2638,0.7,2.68,1,0,3,1
2639,0,2.46,2,2,2,2
2640,-0.05,3.09,1,1,1,1
2641,0.4,2.27,1,1,1,2
2642,-0.79,2.42,1,0,1,1
2643,0.28,2.26,0,0,1,0
2644,0.35,2.86,1,0,1,0
2645,1.1,2.5,0,0,2,1
2646,0.84,2.79,1,0,1,0
2647,1.67,2.85,0,0,1,0
2648,0.34,2.41,0,1,2,2
2649,0.83,3.1,0,1,0,2
2650,0.43,2.45,2,1,3,1
2651,-0.04,3.03,0,2,0,2
2652,0.71,3.18,1,2,1,3
2653,0.97,2.72,2,0,4,0
2654,-0.14,2.93,1,1,1,2
2655,-0.79,2.46,0,0,0,0
2656,0.98,2.94,0,1,1,1
2657,0.5,3.08,0,1,1,2
2658,1.7,3.11,1,0,4,0
2659,0.78,3.01,0,1,1,3
2660,0.49,2.54,1,0,2,0
2661,0.67,2.87,1,1,2,1
2662,0.44,2.48,0,1,2,2
2663,-0.56,2.63,0,1,0,1
2664,-0.73,2.75,0,3,0,5
2665,-0.92,2.26,0,0,1,0
2666,-0.32,2.42,0,0,1,1
2667,1.56,3.2,0,0,1,0
2668,1.14,2.87,1,0,2,2
2669,1.7,2.92,1,0,3,0
2670,-1.02,2.51,1,1,1,1
2671,-0.5,2.59,1,0,3,1
2672,0.07,2.58,1,1,3,1
2673,0.35,2.67,1,0,4,0
2674,1.75,3.13,0,1,1,1
2675,-0.01,2.36,0,0,0,0
2676,-0.08,2.48,1,2,1,3
2677,1.77,3.25,0,0,0,0
2678,0.67,2.4,0,1,0,1
2679,-0.46,2.67,1,0,1,1
2680,0.2,2.56,1,0,2,0
2681,0.03,2.06,1,1,1,1
2682,1.13,3.11,2,1,4,1
2683,-0.9,2.59,0,2,1,2
2684,0.95,2.74,2,3,3,3
2685,0.69,2.4,0,0,0,1
2686,0.59,2.46,0,1,0,1
2687,0.31,2.88,2,0,2,0
2688,1.02,2.54,0,0,0,1
2689,-0.35,2.58,1,0,1,1
2690,0.1,2.63,0,0,1,0
2691,-0.31,2.65,0,1,0,1
2692,0.39,2.42,0,0,0,3
2693,-0.19,2.81,0,0,0,0
2694,-0.6,3.21,2,0,3,2
2695,-0.02,2.29,1,0,2,0
2696,0.29,2.87,0,0,0,0
2697,1.44,3.11,2,0,2,0
2698,0.81,2.8,0,0,0,2
2699,0.16,2.99,1,1,2,1
2700,1.18,2.54,0,0,1,0
2701,1.77,3.16,1,0,5,1
2702,-0.63,2.5,0,0,0,1
2703,0.14,2.52,1,0,2,0
2704,0.57,2.84,0,1,0,1
2705,0.08,2.23,0,0,2,1
2706,-1.78,2.96,0,0,0,4
2707,0.14,2.73,0,1,1,1
2708,0.44,3.04,1,1,2,1
2709,0.15,2.47,0,0,2,0
2710,-0.87,2.23,0,0,0,2
2711,0.45,2.35,1,0,1,1
2712,-0.35,2.21,0,2,0,2
2713,0.41,2.66,0,1,0,1
2714,1.22,2.6,1,0,2,2
2715,0.38,2.36,0,1,0,2
2716,0.07,2.97,1,0,1,1
2717,1.13,2.42,1,1,1,1
2718,0.95,3.01,5,0,7,0
2719,0.49,3.1,2,2,2,2
2720,0.63,2.88,0,0,0,1
2721,-0.52,2.1,0,0,1,0
2722,0.33,2.41,1,0,1,0
2723,-0.65,2.36,0,0,0,1
2724,0.99,2.74,1,1,3,1
2725,0.19,2.42,0,2,2,2
2726,0.09,2.57,0,0,0,0
2727,0.08,3,0,1,0,2
2728,1.54,3.14,1,0,4,1
2729,1.36,2.85,0,0,2,0
2730,0.2,3.14,0,0,1,2
2731,-1.32,2.59,0,2,0,3
2732,0.4,2.46,2,0,2,0
2733,0.56,2.72,1,0,2,1
2734,0.8,2.41,1,0,1,0
2735,0.18,2.21,2,2,2,2
2736,1.57,2.5,2,0,3,0
2737,1.68,2.77,1,0,2,0
2738,0.27,3.01,1,0,1,0
2739,0.87,2.9,1,1,2,1
2740,-1.31,2.88,0,1,0,4
2741,0.51,2.75,0,0,1,0
2742,0.37,2.55,0,0,1,0
2743,1.04,3.21,1,1,2,1
2744,-0.82,2.33,0,0,0,0
2745,0.41,2.88,1,1,2,4
2746,-0.67,2.79,2,1,2,1
2747,0.66,3.05,1,0,4,0
2748,-0.34,2.42,0,2,1,2
2749,1.48,3.16,3,0,4,2
2750,1.09,2.92,0,3,1,4
2751,1.16,3.26,0,0,2,1
2752,0.39,2.49,1,1,2,2
2753,0.83,2.77,1,1,1,1
2754,0.35,2.46,0,2,1,3
2755,0.73,2.37,1,0,2,1
2756,0.14,2.61,0,0,0,1
2757,-0.39,2.54,0,1,0,3
2758,0.73,2.8,0,1,4,3
2759,1.8,2.9,2,0,2,0
2760,0.26,2.35,1,2,1,4
2761,0.57,2.53,2,0,3,0
2762,0.98,2.5,1,0,3,3
2763,0.97,3,1,1,2,2
2764,0.05,2.85,2,0,2,0
2765,-0.84,2.43,0,0,0,1
2766,1.24,3.15,1,0,2,1
2767,0.42,2.53,2,0,2,0
2768,0.89,2.63,2,0,3,1
2769,0.46,2.91,1,0,1,0
2770,-0.42,2.4,0,0,1,1
2771,0.52,2.63,0,0,0,0
2772,0.28,2.38,0,3,2,3
2773,0.72,2.42,2,0,2,0
2774,0.41,3,1,2,2,3
2775,0.55,2.43,0,0,0,0
2776,0.19,2.65,0,1,1,3
2777,1.22,3.02,0,0,2,0
2778,0.29,2.79,2,0,2,0
2779,1.1,2.47,0,1,1,2
2780,0.29,3.04,1,0,5,1
2781,-0.56,2.44,0,1,0,3
2782,-0.05,2.58,1,1,2,1
2783,-0.25,2.84,0,1,0,1
2784,-0.11,2.9,0,2,1,4
2785,0.94,2.59,0,0,1,1
2786,0.06,2.75,0,0,0,0
2787,-0.31,2.53,1,0,1,2
2788,0.72,3.02,1,0,2,0
2789,0.52,2.77,0,1,1,1
2790,0.25,2.42,0,0,0,0
2791,-1.23,2.75,0,1,0,2
2792,1.09,2.87,0,2,1,2
2793,0,2.62,1,1,1,2
2794,-0.87,2.57,2,2,4,2
2795,1.45,2.79,3,1,5,3
2796,0.98,3.21,2,0,3,0
2797,-0.7,3.25,1,2,1,3
2798,-0.01,2.62,1,2,1,2
2799,0.75,2.85,3,0,3,0
2800,0.12,2.51,3,0,3,0
2801,-0.28,2.13,0,0,0,0
2802,-0.1,2.97,1,2,1,3
2803,0.88,2.77,1,1,4,1
2804,-0.13,2.78,1,1,2,1
2805,0.42,2.48,0,1,0,3
2806,1.14,2.58,1,0,1,0
2807,-0.26,2.95,1,0,2,0
2808,1.14,2.58,1,0,6,0
2809,-0.7,2.8,0,1,0,2
2810,-0.1,2.52,0,0,2,0
2811,-0.08,2.36,0,0,0,1
2812,-0.01,2.87,0,0,2,2
2813,0.22,2.46,0,0,1,1
2814,1.18,2.72,1,0,1,1
2815,-0.03,2.72,0,0,0,1
2816,0.7,3.16,1,1,2,2
2817,0.48,2.45,0,2,0,3
2818,0.12,2.56,0,0,2,1
2819,0.39,2.59,0,0,0,0
2820,-0.33,2.81,0,0,0,0
2821,0.9,2.77,1,0,2,0
2822,0.32,2.41,0,0,0,0
2823,0.75,3.26,2,0,3,0
2824,-0.82,2.8,0,1,0,1
2825,1.19,2.63,1,0,1,0
2826,0.23,3.38,0,0,0,0
2827,0.59,2.29,0,0,1,0
2828,1.38,3.09,0,0,1,0
2829,0.46,2.69,0,2,1,3
2830,-0.12,2.39,0,1,0,1
2831,-0.04,2.55,0,1,1,1
2832,-0.37,2.54,1,0,2,0
2833,-0.43,2.33,0,0,0,0
2834,0.69,3.05,1,0,1,0
2835,0.17,3.34,0,1,0,3
2836,-0.26,2.77,0,2,0,2
2837,0.48,2.6,2,0,4,0
2838,0.49,2.36,1,2,1,3
2839,0.86,2.51,0,0,0,2
2840,1.68,2.97,1,1,2,1
2841,0.75,2.91,1,1,2,1
2842,0.74,2.55,0,0,0,0
2843,0,2.51,0,1,0,2
2844,-0.16,2.99,0,0,0,1
2845,0.16,3.01,0,3,0,6
2846,-0.45,2.59,1,1,2,1
2847,-0.04,2.69,1,1,2,1
2848,1.27,3.08,0,0,2,0
2849,0.44,2.61,0,0,0,0
2850,-0.8,2.97,0,3,3,4
2851,1.26,3.07,0,0,1,0
2852,0.07,3.07,1,0,2,0
2853,0.12,2.34,0,0,1,1
2854,-0.67,2.15,1,1,1,1
2855,0.81,2.38,0,0,1,0
2856,0.47,2.5,0,1,1,1
2857,1.29,2.68,0,0,1,0
2858,-0.31,2.43,0,2,1,2
2859,0.17,2.37,0,0,2,0
2860,0.28,2.53,0,1,0,1
2861,-0.01,2.12,1,0,1,1
2862,0.78,3.29,2,0,8,0
2863,-0.58,3.27,2,0,2,0
2864,-0.61,2.38,2,1,3,2
2865,-0.13,2.54,0,1,0,2
2866,0.36,3.07,0,1,1,1
2867,-0.97,3.1,0,4,0,4
2868,0.55,3.19,0,0,0,0
2869,0.59,2.11,0,0,0,0
2870,0.94,3.1,0,0,1,1
2871,0.81,2.35,1,0,4,1
2872,0.52,2.59,0,2,1,2
2873,-0.11,2.68,1,0,1,0
2874,-0.13,2.12,0,1,0,1
2875,-0.21,2.37,0,0,0,2
2876,0.24,2.4,0,0,1,0
2877,0.4,2.74,0,0,0,1
2878,0.55,2.33,0,1,0,1
2879,0.05,2.87,2,0,3,2
2880,1.58,2.73,2,1,3,2
2881,0.43,3.02,1,0,4,0
2882,0.32,1.94,0,0,0,0
2883,0.63,2.98,1,0,3,1
2884,1.4,2.74,1,0,1,0
2885,1.65,3.04,1,0,2,0
2886,0.16,2.59,0,0,0,2
2887,0.66,2.48,2,1,2,1
2888,-0.14,2.44,1,1,1,2
2889,1.11,2.65,1,1,2,1
2890,1.09,3.21,0,2,1,2
2891,-0.09,2.63,1,0,2,1
2892,0.76,2.92,1,0,1,0
2893,0.7,3.3,0,1,1,1
2894,0.99,3.12,0,0,1,0
2895,0.19,2.55,0,0,0,1
2896,-0.46,2.48,0,1,1,2
2897,0.74,2.53,0,0,2,0
2898,0.33,3,2,0,3,1
2899,-0.25,3.06,2,1,2,2
2900,-0.48,2.54,0,0,1,0
2901,1.44,2.57,0,0,1,0
2902,-0.11,3.28,0,2,0,2
2903,0.68,2.64,0,1,0,1
2904,0.67,2.8,1,0,2,2
2905,0.97,3.05,0,0,2,0
2906,-0.13,2.44,0,0,0,0
2907,-0.51,2.47,0,0,0,1
2908,1.33,2.66,3,1,3,1
2909,-0.35,2.97,0,0,1,0
2910,0.08,2.62,0,0,1,0
2911,-0.18,2.74,1,0,2,2
2912,0.93,2.75,0,0,3,0
2913,0.14,2.68,0,2,0,3
2914,0.33,2.4,0,0,1,0
2915,1.44,2.88,1,1,4,2
2916,-0.13,2.75,0,0,2,2
2917,0,2.75,1,0,2,2
2918,-0.41,2.98,0,0,0,0
2919,0.58,2.62,1,0,3,0
2920,0.35,2.57,0,0,0,1
2921,-0.06,2.25,0,1,0,1
2922,0.7,2.98,0,0,1,1
2923,0.57,2.45,2,2,2,3
2924,-1.23,2.55,0,2,1,3
2925,-1.19,3.03,0,0,0,2
2926,-0.01,2.3,0,0,0,0
2927,-0.11,2.85,0,0,2,0
2928,0.14,2.68,0,1,1,1
2929,0.4,2.64,0,0,0,0
2930,1.1,3.35,3,2,5,3
2931,0.16,2.71,0,0,2,1
2932,-1.37,2.36,0,1,0,1
2933,-0.08,2.42,0,1,2,1
2934,1.68,3.11,4,0,4,0
2935,-0.56,2.59,0,1,1,2
2936,0.48,2.22,1,0,2,0
2937,-1.34,2.62,0,0,1,0
2938,-1.55,3.01,0,0,0,0
2939,0.52,2.62,2,0,2,0
2940,0.53,2.43,2,0,2,1
2941,0.3,2.3,0,1,0,1
2942,-1.12,3.01,1,0,2,2
2943,0.17,2.48,0,0,1,1
2944,1.08,2.05,0,0,1,0
2945,1.21,2.94,1,0,1,1
2946,0.68,3.01,0,1,2,1
2947,0.93,2.34,0,0,2,1
2948,0.11,3.01,1,0,1,0
2949,-0.34,2.58,1,2,2,3
2950,0.65,2.68,0,0,1,0
2951,-1,2.77,0,2,0,4
2952,0.42,2.89,1,0,4,1
2953,0.38,2.58,0,0,0,1
2954,-0.06,2.7,0,1,0,1
2955,1.13,2.79,0,0,1,1
2956,0.32,3.15,0,1,1,1
2957,0.13,2.93,1,2,2,2
2958,1.22,3.25,2,0,2,0
2959,-0.5,3.17,1,2,2,3
2960,1.19,2.32,1,0,2,0
2961,0.31,2.69,1,0,1,2
2962,0.58,2.74,1,0,2,1
2963,-0.7,2.26,0,1,0,1
2964,0.45,3.27,3,1,3,1
2965,1.14,2.59,0,0,1,2
2966,-0.49,3.17,1,2,1,3
2967,0.63,3.16,0,0,3,0
2968,0.47,2.21,2,0,2,1
2969,-0.35,2.92,0,0,0,0
2970,-0.18,2.81,0,0,1,0
2971,-1.06,2.6,1,0,1,0
2972,0.67,2.37,2,1,4,2
2973,0.21,2.59,1,1,3,4
2974,0.69,2.64,0,1,0,4
2975,0.11,2.31,0,0,0,1
2976,0.73,2.81,1,0,2,0
2977,1.06,2.71,1,0,3,1
2978,0.82,2.85,1,0,2,0
2979,0.21,2.81,2,1,3,2
2980,0.99,3.05,1,0,1,0
2981,1.09,2.68,0,0,2,0
2982,1.19,2.63,1,0,1,0
2983,0.45,2.31,0,0,1,1
2984,0.46,2.86,0,1,0,3
2985,0.05,2.91,0,0,0,0
2986,0.13,2.26,1,0,1,0
2987,-0.96,2.83,0,1,0,2
2988,0.87,2.8,0,0,3,2
2989,0.13,2.78,1,0,1,1
2990,0.57,2.69,2,2,3,4
2991,0.34,2.76,1,1,1,1
2992,-1.31,2.9,0,0,0,2
2993,0.75,2.35,1,0,2,0
2994,0.28,2.21,0,1,1,1
2995,1.36,3.08,1,0,1,1
2996,0.45,2.53,0,0,0,0
2997,0.43,2.6,0,0,2,1
2998,1.18,2.61,1,0,1,1
2999,-1.64,3.09,0,1,1,1
